wo_number,equipment_id,equipment_type,wo_type,status,created_date,scheduled_date,completed_date,assigned_technician,downtime_hours,labor_hours,part_number,priority,description
WO-25269,M-003,Mixer,Preventive,Completed,2025-08-01,2025-08-02,2025-08-02,Maria Garcia,0.0,2.9,COM-211,Low,Monthly filter replacement
WO-25707,HS-024,HVAC System,Preventive,Open,2025-08-01,2025-08-04,,Lisa Anderson,0.0,,,Low,Monthly calibration check
WO-24887,CB-067,Conveyor Belt,Preventive,Completed,2025-08-01,2025-08-03,2025-08-05,Sarah Chen,0.0,4.2,,Medium,Quarterly maintenance cycle
WO-25284,B-038,Boiler,Corrective,Completed,2025-08-01,2025-08-02,2025-08-04,David Kim,0.0,2.2,IMP-810,Low,Bearing seizure - replacement required
WO-24926,M-061,Mixer,Preventive,Completed,2025-08-01,2025-08-02,2025-08-04,Maria Garcia,0.0,2.9,COM-352,Medium,Routine maintenance and inspection
WO-24039,B-070,Boiler,Preventive,Cancelled,2025-08-01,2025-08-03,,Robert Johnson,0.0,,,Medium,Monthly filter replacement
WO-24944,RA-074,Robotic Arm,Corrective,Completed,2025-08-01,2025-08-02,2025-08-05,Maria Garcia,0.0,3.0,,Critical,Unloader valve failure - compressor cycling
WO-25230,HS-012,HVAC System,Corrective,Completed,2025-08-01,2025-08-05,2025-08-07,Lisa Anderson,3.3,6.6,,High,Motor overheating - thermal relay replaced
WO-24086,C-053,Chiller,Corrective,Scheduled,2025-08-01,2025-08-02,,John Martinez,1.6,,HOS-816,High,Main drive bearing failure - emergency repair
WO-24955,CP-042,Centrifugal Pump,Preventive,Completed,2025-07-31,2025-08-02,2025-08-03,James Wilson,0.0,2.5,,Low,Quarterly maintenance cycle
WO-24304,F-076,Forklift,Preventive,In Progress,2025-07-31,2025-08-04,,David Kim,0.0,,,Low,Quarterly PM - filters and oil change
WO-24990,AC-096,Air Compressor,Preventive,In Progress,2025-07-31,2025-08-04,,Jennifer Lee,0.0,,,Medium,Quarterly maintenance cycle
WO-25611,HP-029,Hydraulic Press,Scheduled Inspection,In Progress,2025-07-31,2025-08-05,,Sarah Chen,0.0,,,Critical,Hydraulic cylinder failure - production down
WO-25292,CP-057,Centrifugal Pump,Corrective,Completed,2025-07-31,2025-08-02,2025-08-03,Emily Davis,0.0,3.2,VAL-138,Medium,Seal leaking - parts ordered
WO-25451,RA-032,Robotic Arm,Corrective,Completed,2025-07-31,2025-08-01,2025-08-04,Jennifer Lee,0.0,2.7,,Medium,Unloader valve failure - compressor cycling
WO-24725,B-025,Boiler,Preventive,Completed,2025-07-31,2025-08-02,2025-08-03,Emily Davis,0.0,3.0,,Medium,Monthly calibration check
WO-24130,CP-087,Centrifugal Pump,Preventive,In Progress,2025-07-31,2025-08-05,,Emily Davis,0.0,,,Low,Weekly lubrication and inspection
WO-24776,HS-002,HVAC System,Corrective,In Progress,2025-07-31,2025-08-02,,Maria Garcia,0.0,,,High,Multiple seal failures - contamination issue
WO-24771,HP-085,Hydraulic Pump,Preventive,Completed,2025-07-30,2025-08-01,2025-08-03,Jennifer Lee,0.0,2.5,,Critical,Routine maintenance and inspection
WO-25656,ST-033,Storage Tank,Corrective,In Progress,2025-07-30,2025-08-04,,James Wilson,0.0,,,High,Belt tracking issue - alignment needed
WO-24004,M-061,Mixer,Preventive,Completed,2025-07-30,2025-08-03,2025-08-06,Lisa Anderson,0.0,1.1,,High,Weekly lubrication and inspection
WO-25570,F-095,Forklift,Preventive,Completed,2025-07-30,2025-08-02,2025-08-03,Maria Garcia,0.0,2.4,,Low,Weekly lubrication and inspection
WO-24346,M-030,Mixer,Corrective,Completed,2025-07-30,2025-08-01,2025-08-04,Robert Johnson,10.8,16.5,BEL-598,Critical,Replace mechanical seal - excessive leaking
WO-24497,HP-088,Hydraulic Press,Emergency,Cancelled,2025-07-30,2025-08-04,,David Kim,12.3,,,Medium,Replace mechanical seal - excessive leaking
WO-24059,HP-007,Hydraulic Pump,Preventive,Scheduled,2025-07-30,2025-08-01,,Robert Johnson,0.0,,,Low,Monthly filter replacement
WO-25084,CB-091,Conveyor Belt,Preventive,Completed,2025-07-30,2025-08-02,2025-08-05,John Martinez,0.0,4.8,,Medium,Monthly calibration check
WO-24079,B-064,Boiler,Preventive,Completed,2025-07-30,2025-08-01,2025-08-04,Sarah Chen,0.0,2.8,,Medium,Monthly calibration check
WO-25324,C-065,Chiller,Preventive,In Progress,2025-07-29,2025-07-31,,Sarah Chen,0.0,,,Low,Monthly filter replacement
WO-24044,RA-032,Robotic Arm,Corrective,In Progress,2025-07-29,2025-07-30,,Mike Thompson,0.0,,ENC-801,High,Belt tracking issue - alignment needed
WO-25094,ST-033,Storage Tank,Preventive,Cancelled,2025-07-29,2025-08-03,,Lisa Anderson,0.0,,,Low,Routine maintenance and inspection
WO-24921,EM-078,Electric Motor,Preventive,Completed,2025-07-29,2025-08-03,2025-08-06,Emily Davis,0.0,4.3,,Medium,Monthly filter replacement
WO-24301,CP-049,Centrifugal Pump,Corrective,Open,2025-07-29,2025-08-02,,Maria Garcia,15.2,,,Low,Main drive bearing failure - emergency repair
WO-24283,HS-002,HVAC System,Corrective,Completed,2025-07-29,2025-08-03,2025-08-06,Maria Garcia,0.0,4.6,VAL-175,Medium,Replace mechanical seal - excessive leaking
WO-25387,CP-011,Centrifugal Pump,Scheduled Inspection,Scheduled,2025-07-29,2025-07-30,,Sarah Chen,0.0,,,Low,Motor overheating - thermal relay replaced
WO-24644,F-040,Forklift,Scheduled Inspection,Completed,2025-07-29,2025-08-03,2025-08-05,Lisa Anderson,0.0,1.4,,Low,Main drive bearing failure - emergency repair
WO-24376,CP-015,Centrifugal Pump,Preventive,In Progress,2025-07-28,2025-07-31,,Robert Johnson,0.0,,FAN-456,Medium,Quarterly PM - filters and oil change
WO-25096,B-038,Boiler,Corrective,In Progress,2025-07-28,2025-07-31,,Jennifer Lee,0.0,,THE-729,Critical,Replace mechanical seal - excessive leaking
WO-24754,F-076,Forklift,Corrective,Completed,2025-07-28,2025-07-31,2025-07-31,Jennifer Lee,0.0,4.9,FAN-216,High,Unloader valve failure - compressor cycling
WO-25473,RA-060,Robotic Arm,Preventive,Completed,2025-07-28,2025-07-30,2025-08-02,Lisa Anderson,0.0,1.6,,Medium,Routine maintenance and inspection
WO-24114,ST-018,Storage Tank,Corrective,Completed,2025-07-28,2025-07-31,2025-08-01,David Kim,0.0,4.6,FIL-834,High,Bearing seizure - replacement required
WO-25015,G-006,Gearbox,Preventive,Completed,2025-07-28,2025-07-31,2025-07-31,Mike Thompson,0.0,1.9,BEA-260,High,Weekly lubrication and inspection
WO-24318,B-016,Blower,Corrective,Completed,2025-07-28,2025-08-01,2025-08-01,Lisa Anderson,13.9,20.8,,Critical,Belt tracking issue - alignment needed
WO-24606,C-099,Chiller,Corrective,Completed,2025-07-28,2025-07-29,2025-07-29,Emily Davis,5.7,8.4,,Medium,Main drive bearing failure - emergency repair
WO-24161,C-099,Chiller,Preventive,Completed,2025-07-27,2025-07-29,2025-07-30,Maria Garcia,0.0,3.3,,Medium,Quarterly maintenance cycle
WO-24854,B-025,Boiler,Corrective,Completed,2025-07-27,2025-07-29,2025-07-29,David Kim,5.7,10.9,,High,Belt tracking issue - alignment needed
WO-24354,ST-033,Storage Tank,Preventive,Completed,2025-07-27,2025-07-31,2025-08-01,Maria Garcia,0.0,1.6,VAL-479,Medium,Quarterly maintenance cycle
WO-24730,M-061,Mixer,Preventive,In Progress,2025-07-27,2025-07-28,,Jennifer Lee,0.0,,,Low,Routine maintenance and inspection
WO-25590,F-040,Forklift,Corrective,Scheduled,2025-07-27,2025-07-28,,Robert Johnson,19.9,,,Medium,Hydraulic cylinder failure - production down
WO-24218,C-046,Crane,Preventive,Completed,2025-07-27,2025-07-31,2025-07-31,Robert Johnson,0.0,4.4,,Medium,Quarterly maintenance cycle
WO-25243,C-090,Crane,Preventive,Completed,2025-07-26,2025-07-30,2025-08-02,Jennifer Lee,0.0,1.1,,Medium,Quarterly PM - filters and oil change
WO-25791,EM-068,Electric Motor,Corrective,Completed,2025-07-26,2025-07-31,2025-08-01,Sarah Chen,15.1,21.7,,Medium,Motor overheating - thermal relay replaced
WO-24720,B-073,Blower,Corrective,Completed,2025-07-26,2025-07-28,2025-07-29,Maria Garcia,0.0,1.9,,High,Motor overheating - thermal relay replaced
WO-25778,CP-011,Centrifugal Pump,Corrective,Completed,2025-07-26,2025-07-30,2025-07-31,Jennifer Lee,0.0,4.6,MOT-940,Medium,Replace mechanical seal - excessive leaking
WO-25409,C-046,Crane,Corrective,In Progress,2025-07-26,2025-07-29,,David Kim,0.0,,THE-665,High,Unloader valve failure - compressor cycling
WO-24721,AC-014,Air Compressor,Scheduled Inspection,Completed,2025-07-26,2025-07-31,2025-08-03,John Martinez,0.0,1.1,,High,Pressure relief valve replacement
WO-24106,F-076,Forklift,Corrective,Completed,2025-07-26,2025-07-28,2025-07-29,Jennifer Lee,9.7,17.0,,High,Pressure relief valve replacement
WO-25740,B-044,Boiler,Preventive,Completed,2025-07-26,2025-07-31,2025-08-03,John Martinez,0.0,1.7,,Medium,Monthly filter replacement
WO-24502,HP-088,Hydraulic Press,Corrective,Completed,2025-07-26,2025-07-31,2025-08-03,Mike Thompson,0.0,2.0,,Critical,Belt tracking issue - alignment needed
WO-25421,M-019,Mixer,Preventive,Completed,2025-07-26,2025-07-28,2025-07-28,Sarah Chen,0.0,3.6,,Medium,Monthly calibration check
WO-25476,C-046,Crane,Preventive,Completed,2025-07-25,2025-07-26,2025-07-27,James Wilson,0.0,2.7,VAL-201,Medium,Quarterly PM - filters and oil change
WO-24463,CT-031,Cooling Tower,Corrective,Completed,2025-07-25,2025-07-30,2025-07-31,James Wilson,0.0,1.9,BEL-330,High,Multiple seal failures - contamination issue
WO-24609,RA-094,Robotic Arm,Corrective,Completed,2025-07-25,2025-07-30,2025-08-01,Jennifer Lee,0.0,2.5,CYL-885,High,Bearing seizure - replacement required
WO-24459,M-061,Mixer,Preventive,Completed,2025-07-25,2025-07-27,2025-07-29,Maria Garcia,0.0,3.3,,Medium,Monthly filter replacement
WO-25025,B-098,Blower,Corrective,Completed,2025-07-25,2025-07-28,2025-07-28,Mike Thompson,5.7,9.2,SEA-121,High,Motor overheating - thermal relay replaced
WO-25487,CP-008,Centrifugal Pump,Corrective,Cancelled,2025-07-25,2025-07-30,,Robert Johnson,4.5,,COI-275,Low,Seal leaking - parts ordered
WO-24913,HP-009,Hydraulic Press,Preventive,Completed,2025-07-25,2025-07-30,2025-08-02,Lisa Anderson,0.0,1.3,SEA-848,Low,Quarterly PM - filters and oil change
WO-25056,HP-007,Hydraulic Pump,Preventive,In Progress,2025-07-24,2025-07-28,,Emily Davis,0.0,,,High,Weekly lubrication and inspection
WO-25095,M-061,Mixer,Corrective,Completed,2025-07-24,2025-07-27,2025-07-28,Mike Thompson,0.0,1.9,,High,Belt tracking issue - alignment needed
WO-25082,AC-036,Air Compressor,Corrective,In Progress,2025-07-24,2025-07-25,,Mike Thompson,14.6,,,Medium,Replace mechanical seal - excessive leaking
WO-24186,B-055,Boiler,Preventive,In Progress,2025-07-24,2025-07-28,,David Kim,0.0,,THE-790,Critical,Monthly calibration check
WO-24197,C-027,Chiller,Corrective,Completed,2025-07-24,2025-07-27,2025-07-29,Robert Johnson,18.4,25.6,,Critical,Multiple seal failures - contamination issue
WO-24759,CT-089,Cooling Tower,Preventive,Completed,2025-07-24,2025-07-26,2025-07-26,Mike Thompson,0.0,3.1,CYL-687,Medium,Monthly calibration check
WO-24750,C-065,Chiller,Preventive,Completed,2025-07-24,2025-07-25,2025-07-25,Jennifer Lee,0.0,2.4,,Low,Annual inspection and coating check
WO-24589,C-081,Crane,Preventive,Completed,2025-07-24,2025-07-28,2025-07-30,Mike Thompson,0.0,2.5,,High,Annual inspection and coating check
WO-24549,CT-089,Cooling Tower,Corrective,Completed,2025-07-24,2025-07-26,2025-07-28,David Kim,0.0,4.0,,Low,Main drive bearing failure - emergency repair
WO-24416,RA-032,Robotic Arm,Preventive,Completed,2025-07-24,2025-07-28,2025-07-29,Emily Davis,0.0,3.1,FIL-241,High,Quarterly maintenance cycle
WO-25304,M-061,Mixer,Corrective,Completed,2025-07-24,2025-07-25,2025-07-25,Jennifer Lee,0.0,3.4,BEL-473,Critical,Belt tracking issue - alignment needed
WO-25558,RA-060,Robotic Arm,Preventive,Completed,2025-07-24,2025-07-26,2025-07-29,Sarah Chen,0.0,4.7,HOS-515,Medium,Weekly lubrication and inspection
WO-25530,AC-001,Air Compressor,Preventive,Completed,2025-07-23,2025-07-27,2025-07-30,Robert Johnson,0.0,4.1,,Low,Weekly lubrication and inspection
WO-24451,G-020,Gearbox,Corrective,In Progress,2025-07-23,2025-07-25,,David Kim,4.4,,VAL-797,Medium,Bearing seizure - replacement required
WO-25563,F-035,Forklift,Corrective,Completed,2025-07-23,2025-07-24,2025-07-27,Maria Garcia,0.0,3.2,,Critical,Main drive bearing failure - emergency repair
WO-24566,EM-063,Electric Motor,Corrective,Open,2025-07-23,2025-07-25,,James Wilson,5.3,,,Medium,Main drive bearing failure - emergency repair
WO-25041,F-051,Forklift,Preventive,Completed,2025-07-23,2025-07-24,2025-07-27,Jennifer Lee,0.0,3.2,HOS-223,High,Quarterly PM - filters and oil change
WO-24411,G-047,Gearbox,Corrective,Completed,2025-07-23,2025-07-24,2025-07-25,Robert Johnson,4.9,11.1,MOT-421,Critical,Motor overheating - thermal relay replaced
WO-24607,HS-058,HVAC System,Corrective,Completed,2025-07-23,2025-07-24,2025-07-26,Lisa Anderson,10.7,16.2,FIL-856,Critical,Multiple seal failures - contamination issue
WO-24403,C-037,Chiller,Corrective,Completed,2025-07-23,2025-07-24,2025-07-27,John Martinez,0.0,2.0,SER-398,High,Unloader valve failure - compressor cycling
WO-25551,RA-074,Robotic Arm,Preventive,Completed,2025-07-23,2025-07-26,2025-07-27,James Wilson,0.0,1.9,,Medium,Monthly filter replacement
WO-25298,F-040,Forklift,Scheduled Inspection,Completed,2025-07-23,2025-07-25,2025-07-26,David Kim,0.0,1.3,,Medium,Pressure relief valve replacement
WO-24610,HS-002,HVAC System,Scheduled Inspection,Completed,2025-07-22,2025-07-24,2025-07-27,Sarah Chen,0.0,3.3,,High,Seal leaking - parts ordered
WO-24629,B-028,Boiler,Corrective,Cancelled,2025-07-22,2025-07-27,,Jennifer Lee,0.0,,,Medium,Belt tracking issue - alignment needed
WO-24255,RA-093,Robotic Arm,Preventive,In Progress,2025-07-22,2025-07-27,,Lisa Anderson,0.0,,,Medium,Quarterly maintenance cycle
WO-24579,HP-075,Hydraulic Pump,Corrective,Open,2025-07-22,2025-07-26,,Maria Garcia,0.0,,BEL-690,Medium,Pressure relief valve replacement
WO-25322,C-080,Chiller,Corrective,Completed,2025-07-22,2025-07-26,2025-07-26,John Martinez,2.7,6.6,MOT-925,Low,Motor overheating - thermal relay replaced
WO-25644,HP-062,Hydraulic Press,Corrective,Completed,2025-07-22,2025-07-23,2025-07-23,Maria Garcia,2.7,6.0,,Low,Bearing seizure - replacement required
WO-24333,HS-021,HVAC System,Preventive,Completed,2025-07-22,2025-07-27,2025-07-27,John Martinez,0.0,2.9,THE-108,Medium,Quarterly PM - filters and oil change
WO-24224,EM-068,Electric Motor,Preventive,Open,2025-07-22,2025-07-25,,Jennifer Lee,0.0,,,Medium,Quarterly PM - filters and oil change
WO-25496,F-095,Forklift,Corrective,Completed,2025-07-22,2025-07-27,2025-07-27,John Martinez,5.4,10.0,SEA-328,Low,Unloader valve failure - compressor cycling
WO-25313,CP-054,Centrifugal Pump,Preventive,In Progress,2025-07-22,2025-07-23,,Robert Johnson,0.0,,VAL-951,Low,Monthly filter replacement
WO-25536,B-064,Boiler,Preventive,Completed,2025-07-22,2025-07-24,2025-07-26,James Wilson,0.0,3.0,,High,Weekly lubrication and inspection
WO-24772,C-090,Crane,Preventive,Completed,2025-07-22,2025-07-26,2025-07-27,Mike Thompson,0.0,2.0,MOT-205,Medium,Quarterly PM - filters and oil change
WO-25426,M-019,Mixer,Scheduled Inspection,Cancelled,2025-07-21,2025-07-25,,Robert Johnson,0.0,,,Medium,Pressure relief valve replacement
WO-24034,RA-050,Robotic Arm,Preventive,Completed,2025-07-21,2025-07-25,2025-07-26,James Wilson,0.0,3.6,,Low,Monthly filter replacement
WO-25737,ST-018,Storage Tank,Corrective,Completed,2025-07-21,2025-07-23,2025-07-23,Maria Garcia,8.0,12.8,,Medium,Motor overheating - thermal relay replaced
WO-24231,HS-002,HVAC System,Scheduled Inspection,Completed,2025-07-21,2025-07-23,2025-07-25,Mike Thompson,0.0,4.6,,Medium,Unloader valve failure - compressor cycling
WO-24406,HP-075,Hydraulic Pump,Preventive,Completed,2025-07-21,2025-07-23,2025-07-24,Sarah Chen,0.0,2.8,,Critical,Monthly calibration check
WO-25315,HS-021,HVAC System,Preventive,Completed,2025-07-21,2025-07-23,2025-07-23,Robert Johnson,0.0,4.8,PUM-192,High,Monthly calibration check
WO-25111,RA-032,Robotic Arm,Corrective,Open,2025-07-21,2025-07-24,,James Wilson,0.0,,,High,Hydraulic cylinder failure - production down
WO-24325,CT-005,Cooling Tower,Preventive,Completed,2025-07-21,2025-07-25,2025-07-26,Maria Garcia,0.0,2.3,SER-499,Medium,Quarterly maintenance cycle
WO-24647,B-043,Blower,Preventive,Completed,2025-07-21,2025-07-23,2025-07-24,David Kim,0.0,2.1,,Medium,Monthly filter replacement
WO-25295,M-003,Mixer,Preventive,Completed,2025-07-21,2025-07-25,2025-07-25,John Martinez,0.0,2.9,BEA-864,Low,Quarterly PM - filters and oil change
WO-25542,M-084,Mixer,Preventive,Completed,2025-07-20,2025-07-25,2025-07-28,Robert Johnson,0.0,1.3,SEA-915,Medium,Monthly filter replacement
WO-25202,HP-088,Hydraulic Press,Preventive,Completed,2025-07-20,2025-07-21,2025-07-22,Jennifer Lee,0.0,2.3,,Low,Monthly filter replacement
WO-24989,C-037,Chiller,Corrective,Completed,2025-07-20,2025-07-24,2025-07-26,David Kim,3.9,7.5,,High,Motor overheating - thermal relay replaced
WO-24543,M-061,Mixer,Corrective,Completed,2025-07-20,2025-07-23,2025-07-26,Lisa Anderson,0.0,1.4,,High,Pressure relief valve replacement
WO-24814,F-076,Forklift,Preventive,Completed,2025-07-20,2025-07-21,2025-07-21,Mike Thompson,0.0,4.8,,Medium,Quarterly maintenance cycle
WO-25147,CT-013,Cooling Tower,Preventive,In Progress,2025-07-19,2025-07-23,,Maria Garcia,0.0,,,Low,Annual inspection and coating check
WO-24157,G-020,Gearbox,Corrective,Completed,2025-07-19,2025-07-20,2025-07-22,Lisa Anderson,16.1,25.7,BEA-260,High,Pressure relief valve replacement
WO-24295,F-076,Forklift,Preventive,Completed,2025-07-19,2025-07-24,2025-07-27,Sarah Chen,0.0,1.3,,High,Monthly calibration check
WO-24586,AC-001,Air Compressor,Preventive,Completed,2025-07-19,2025-07-21,2025-07-22,Maria Garcia,0.0,4.2,,Medium,Monthly filter replacement
WO-25582,HP-088,Hydraulic Press,Preventive,Completed,2025-07-19,2025-07-24,2025-07-24,Lisa Anderson,0.0,1.9,,Medium,Monthly filter replacement
WO-24282,C-090,Crane,Preventive,Completed,2025-07-19,2025-07-21,2025-07-23,John Martinez,0.0,2.7,,Medium,Monthly calibration check
WO-25290,RA-093,Robotic Arm,Preventive,Completed,2025-07-19,2025-07-22,2025-07-22,Sarah Chen,0.0,4.4,,Medium,Weekly lubrication and inspection
WO-24894,AC-096,Air Compressor,Preventive,Open,2025-07-19,2025-07-21,,Robert Johnson,0.0,,,Medium,Annual inspection and coating check
WO-25339,RA-072,Robotic Arm,Preventive,Cancelled,2025-07-19,2025-07-24,,Lisa Anderson,0.0,,COI-628,Low,Monthly filter replacement
WO-25720,HS-021,HVAC System,Corrective,Completed,2025-07-19,2025-07-24,2025-07-27,Jennifer Lee,0.0,3.3,BEL-572,Critical,Multiple seal failures - contamination issue
WO-24656,RA-094,Robotic Arm,Preventive,Completed,2025-07-19,2025-07-24,2025-07-25,Lisa Anderson,0.0,4.5,,Low,Monthly filter replacement
WO-25659,G-023,Gearbox,Corrective,Open,2025-07-18,2025-07-20,,James Wilson,0.0,,,Medium,Belt tracking issue - alignment needed
WO-25488,B-070,Boiler,Preventive,Completed,2025-07-18,2025-07-20,2025-07-23,Sarah Chen,0.0,2.0,,Low,Quarterly PM - filters and oil change
WO-24746,EM-078,Electric Motor,Preventive,Completed,2025-07-18,2025-07-20,2025-07-23,Jennifer Lee,0.0,1.9,SER-909,Low,Quarterly maintenance cycle
WO-25769,F-076,Forklift,Corrective,Open,2025-07-18,2025-07-21,,John Martinez,4.4,,VAL-127,Low,Hydraulic cylinder failure - production down
WO-25370,F-004,Forklift,Scheduled Inspection,Completed,2025-07-18,2025-07-19,2025-07-22,Robert Johnson,0.0,1.6,,Low,Hydraulic cylinder failure - production down
WO-24973,EM-068,Electric Motor,Emergency,Completed,2025-07-18,2025-07-19,2025-07-21,John Martinez,11.2,16.0,,Low,Hydraulic cylinder failure - production down
WO-25154,RA-050,Robotic Arm,Preventive,Completed,2025-07-18,2025-07-23,2025-07-23,Maria Garcia,0.0,3.1,,Medium,Quarterly maintenance cycle
WO-25705,CT-013,Cooling Tower,Preventive,Scheduled,2025-07-18,2025-07-23,,Lisa Anderson,0.0,,,Medium,Quarterly maintenance cycle
WO-25245,CP-049,Centrifugal Pump,Preventive,Completed,2025-07-18,2025-07-19,2025-07-22,Mike Thompson,0.0,3.6,,Medium,Routine maintenance and inspection
WO-24833,CP-054,Centrifugal Pump,Corrective,Completed,2025-07-18,2025-07-23,2025-07-26,David Kim,2.5,6.4,FAN-132,High,Multiple seal failures - contamination issue
WO-25275,CT-082,Cooling Tower,Corrective,In Progress,2025-07-18,2025-07-23,,Lisa Anderson,0.0,,HOS-881,Low,Multiple seal failures - contamination issue
WO-25755,AC-014,Air Compressor,Preventive,Scheduled,2025-07-18,2025-07-22,,Emily Davis,0.0,,,Low,Weekly lubrication and inspection
WO-25559,CP-042,Centrifugal Pump,Preventive,Completed,2025-07-18,2025-07-22,2025-07-23,Mike Thompson,0.0,2.0,SEA-789,Low,Weekly lubrication and inspection
